Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),네이트 존슨,26:53,34,15/23,65.2,1/1,100.0,16/24,66.7,1/2,50.0,2,4,6,0,1,4,1,0,3,0,14
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),강혁,35:23,10,1/5,20.0,1/4,25.0,2/9,22.2,5/6,83.3,1,1,2,0,13,3,1,0,2,0,2
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),이규섭,25:41,8,1/1,100.0,2/5,40.0,3/6,50.0,0/0,0,1,3,4,0,1,0,0,0,2,0,1
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),박영민,0:41,0,0/1,0.0,0/0,0,0/1,0.0,0/0,0,1,0,1,0,0,0,0,0,0,0,0
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),올루미데 오예데지,31:9,15,4/5,80.0,0/0,0,4/5,80.0,7/8,87.5,5,8,13,2,1,3,2,1,6,0,3
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),이원수,1:15,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),임휘종,9:37,3,0/1,0.0,1/1,100.0,1/2,50.0,0/0,0,0,0,0,0,0,0,1,0,2,0,0
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),이정석,32:16,7,2/6,33.3,1/4,25.0,3/10,30.0,0/0,0,2,2,4,0,6,4,2,2,2,0,2
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),송태영,0:16,0,0/0,0,0/0,0,0/0,0,0/0,0,0,1,1,0,0,0,0,0,1,0,0
서울 삼성 썬더스,부산 KTF 매직윙스,2006.10.19 (목),서장훈,35:13,18,7/9,77.8,1/3,33.3,8/12,66.7,1/3,33.3,1,5,6,0,0,4,1,0,2,0,6
