Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),백인선,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),함지훈,34:21,8,4/9,44.4,0/0,0,4/9,44.4,0/0,0,1,6,7,0,5,2,1,0,2,0,3
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),천대현,19:38,4,2/3,66.7,0/1,0.0,2/4,50.0,0/0,0,1,0,1,0,2,0,1,0,4,0,2
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),김종근,25:18,5,1/3,33.3,1/3,33.3,2/6,33.3,0/0,0,2,0,2,0,2,2,1,0,1,0,1
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),송창용,32:37,9,4/10,40.0,0/5,0.0,4/15,26.7,1/1,100.0,0,0,0,0,0,0,0,1,3,0,4
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),전준범,19:42,2,1/1,100.0,0/4,0.0,1/5,20.0,0/0,0,0,1,1,0,2,0,1,0,0,0,1
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),김영현,8:3,0,0/0,0,0/1,0.0,0/1,0.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),김주성,6:28,0,0/1,0.0,0/2,0.0,0/3,0.0,0/0,0,0,0,0,0,1,0,0,0,1,0,0
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),배수용,5:39,0,0/0,0,0/1,0.0,0/1,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),김수찬,8:14,4,0/0,0,1/2,50.0,1/2,50.0,1/2,50.0,0,1,1,0,1,0,1,0,0,0,0
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),리오 라이온스,18:0,13,4/8,50.0,0/1,0.0,4/9,44.4,5/7,71.4,0,5,5,0,1,3,2,0,2,0,2
울산 모비스 피버스,원주 동부 프로미,2015.09.12 (토),커스버트 빅터,22:0,21,7/7,100.0,2/2,100.0,9/9,100.0,1/2,50.0,3,7,10,0,1,2,4,1,3,0,6
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),김주성,20:8,4,2/5,40.0,0/0,0,2/5,40.0,0/1,0.0,0,5,5,0,6,2,0,0,4,0,2
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),박지현,16:59,6,0/1,0.0,2/3,66.7,2/4,50.0,0/0,0,0,1,1,0,0,3,0,0,1,0,0
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),김현중,0:40,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),한정원,20:3,6,2/3,66.7,0/0,0,2/3,66.7,2/2,100.0,1,4,5,0,0,0,0,0,1,0,2
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),김봉수,0:40,0,0/0,0,0/0,0,0/0,0,0/0,0,0,1,1,0,0,0,0,0,0,0,0
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),최윤호,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),로드 벤슨,29:28,17,6/11,54.5,0/0,0,6/11,54.5,5/7,71.4,2,8,10,1,4,2,0,0,3,0,6
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),박지훈,8:46,0,0/0,0,0/0,0,0/0,0,0/2,0.0,0,2,2,0,0,0,0,0,1,0,0
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),두경민,29:2,19,5/6,83.3,3/3,100.0,8/9,88.9,0/2,0.0,0,1,1,0,4,2,2,0,2,0,4
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),김창모,31:3,0,0/2,0.0,0/0,0,0/2,0.0,0/0,0,0,2,2,0,1,0,0,0,3,0,0
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),허웅,32:39,16,4/7,57.1,2/4,50.0,6/11,54.5,2/2,100.0,0,3,3,0,3,3,0,0,2,0,2
원주 동부 프로미,울산 모비스 피버스,2015.09.12 (토),라샤드 제임스,10:32,9,2/5,40.0,1/1,100.0,3/6,50.0,2/4,50.0,0,2,2,1,1,3,2,1,1,0,2
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),오용준,23:43,14,3/5,60.0,1/1,100.0,4/6,66.7,5/5,100.0,0,5,5,0,2,1,0,0,4,0,3
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),이정석,28:15,0,0/0,0,0/3,0.0,0/3,0.0,0/0,0,1,2,3,0,5,1,0,0,2,0,0
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),이동준,4:10,0,0/0,0,0/0,0,0/0,0,0/0,0,0,1,1,0,0,1,0,0,1,0,0
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),김민수,28:19,23,2/5,40.0,4/7,57.1,6/12,50.0,7/8,87.5,2,3,5,0,5,2,2,0,2,0,2
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),이승준,14:39,9,3/5,60.0,0/1,0.0,3/6,50.0,3/4,75.0,0,2,2,0,3,1,0,0,2,0,2
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),김우겸,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),데이비드 사이먼,32:17,18,8/12,66.7,0/0,0,8/12,66.7,2/3,66.7,1,9,10,1,1,2,0,2,4,0,8
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),권용웅,10:34,0,0/1,0.0,0/0,0,0/1,0.0,0/0,0,0,0,0,0,0,0,0,0,2,0,0
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),박승리,14:9,2,1/2,50.0,0/0,0,1/2,50.0,0/0,0,2,4,6,1,0,1,0,0,2,0,1
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),이현석,31:22,8,1/3,33.3,2/5,40.0,3/8,37.5,0/0,0,0,2,2,0,3,2,0,0,2,0,1
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),최원혁,4:49,0,0/1,0.0,0/0,0,0/1,0.0,0/0,0,1,0,1,0,2,0,0,0,0,0,0
서울 SK 나이츠,전주 KCC 이지스,2015.09.12 (토),드워릭 스펜서,7:43,6,3/4,75.0,0/0,0,3/4,75.0,0/0,0,0,4,4,0,1,4,0,0,2,0,2
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),김효범,13:10,0,0/1,0.0,0/2,0.0,0/3,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),신명호,31:54,8,1/3,33.3,2/7,28.6,3/10,30.0,0/0,0,4,2,6,0,2,1,5,1,3,0,1
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),정의한,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),리카르도 포웰,16:50,5,1/3,33.3,0/1,0.0,1/4,25.0,3/6,50.0,1,5,6,0,1,2,0,0,3,0,1
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),전태풍,33:17,21,2/3,66.7,4/10,40.0,6/13,46.2,5/5,100.0,0,2,2,0,1,2,0,0,1,0,0
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),김태홍,13:22,4,1/5,20.0,0/1,0.0,1/6,16.7,2/4,50.0,2,0,2,0,1,0,0,0,0,0,1
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),정희재,26:26,3,1/3,33.3,0/0,0,1/3,33.3,1/2,50.0,1,1,2,0,2,1,0,1,3,0,1
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),김민구,14:20,8,1/1,100.0,1/4,25.0,2/5,40.0,3/3,100.0,1,2,3,0,0,0,0,0,3,0,1
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),염승민,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),김지후,27:31,2,1/3,33.3,0/5,0.0,1/8,12.5,0/0,0,1,1,2,0,1,0,0,0,2,0,0
전주 KCC 이지스,서울 SK 나이츠,2015.09.12 (토),한성원,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
