Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),양우섭,3:46,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),허일영,19:29,9,2/3,66.7,1/3,33.3,3/6,50.0,2/2,100.0,1,3,4,0,0,0,0,0,3,1,2
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),송창용,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),김선형,31:14,13,5/8,62.5,1/6,16.7,6/14,42.9,0/0,0,0,2,2,0,4,1,1,0,1,4,5
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),오세근,21:25,4,2/4,50.0,0/2,0.0,2/6,33.3,0/0,0,1,5,6,0,1,1,0,0,4,3,2
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),최부경,16:38,0,0/3,0.0,0/0,0,0/3,0.0,0/0,0,3,0,3,0,1,0,0,0,2,1,0
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),리온 윌리엄스,5:28,2,1/2,50.0,0/0,0,1/2,50.0,0/0,0,0,0,0,0,0,0,0,1,0,0,0
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),최원혁,9:17,0,0/0,0,0/1,0.0,0/1,0.0,0/0,0,0,2,2,0,0,0,0,0,2,1,0
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),안영준,27:26,15,2/3,66.7,3/7,42.9,5/10,50.0,2/3,66.7,0,3,3,0,2,0,0,1,2,3,2
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),자밀 워니,34:32,14,5/13,38.5,1/5,20.0,6/18,33.3,1/3,33.3,1,8,9,0,3,1,0,3,1,3,5
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),김형빈,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,부산 KCC 이지스,2024.04.04 (목),오재현,30:45,6,3/7,42.9,0/3,0.0,3/10,30.0,0/0,0,0,1,1,0,5,1,0,0,4,1,3
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),정창영,17:16,7,1/4,25.0,1/1,100.0,2/5,40.0,2/2,100.0,1,4,5,0,3,0,1,0,0,1,1
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),라건아,24:32,17,5/9,55.6,1/3,33.3,6/12,50.0,4/4,100.0,2,5,7,1,2,1,0,0,1,3,4
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),허웅,29:38,19,3/8,37.5,3/8,37.5,6/16,37.5,4/5,80.0,0,1,1,0,0,0,0,0,3,5,3
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),이승현,15:24,2,1/5,20.0,0/0,0,1/5,20.0,0/0,0,1,3,4,0,1,1,0,0,3,1,1
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),이호현,25:28,6,3/4,75.0,0/1,0.0,3/5,60.0,0/0,0,0,3,3,0,3,1,0,0,0,1,3
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),송교창,30:22,13,2/3,66.7,3/5,60.0,5/8,62.5,0/0,0,3,6,9,0,2,0,1,1,2,1,2
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),최준용,24:36,7,3/7,42.9,0/3,0.0,3/10,30.0,1/2,50.0,0,3,3,0,4,0,0,2,1,4,3
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),곽정훈,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),이근휘,2:44,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),캘빈 제프리 에피스톨라,14:32,2,1/1,100.0,0/1,0.0,1/2,50.0,0/0,0,0,1,1,0,1,1,1,0,5,0,1
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),이주영,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
부산 KCC 이지스,서울 SK 나이츠,2024.04.04 (목),알리제 드숀 존슨,15:28,8,4/8,50.0,0/2,0.0,4/10,40.0,0/0,0,4,10,14,0,0,0,0,0,2,3,4
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),한희원,20:56,6,3/6,50.0,0/3,0.0,3/9,33.3,0/0,0,0,2,2,0,1,0,0,0,2,0,2
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),최창진,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),문성곤,13:9,3,0/0,0,1/4,25.0,1/4,25.0,0/0,0,1,1,2,0,0,1,1,0,3,0,0
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),이현석,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),정성우,22:23,5,2/6,33.3,0/1,0.0,2/7,28.6,1/4,25.0,2,1,3,0,3,0,1,0,2,3,2
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),최성모,3:47,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),허훈,32:54,20,5/9,55.6,2/8,25.0,7/17,41.2,4/4,100.0,1,2,3,0,3,5,1,0,0,2,2
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),하윤기,36:1,13,5/8,62.5,0/0,0,5/8,62.5,3/3,100.0,3,1,4,0,1,0,2,1,1,6,4
수원 KT 소닉붐,울산 현대모비스 피버스,2024.04.05 (금),이두원,3:59,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
