Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),김강선,24:12,2,1/1,100.0,0/2,0.0,1/3,33.3,0/0,0,2,1,3,0,0,1,0,1,4,0,1
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),허일영,22:6,5,2/5,40.0,0/1,0.0,2/6,33.3,1/3,33.3,1,3,4,0,1,0,0,0,2,2,1
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),최현민,6:56,0,0/2,0.0,0/1,0.0,0/3,0.0,0/0,0,0,0,0,0,0,0,0,0,0,1,0
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),임종일,9:7,0,0/2,0.0,0/0,0,0/2,0.0,0/0,0,1,0,1,0,0,1,1,0,0,1,0
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),이대성,24:32,13,0/7,0.0,3/7,42.9,3/14,21.4,4/4,100.0,0,3,3,0,2,1,0,0,0,4,0
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),한호빈,27:8,12,0/3,0.0,4/8,50.0,4/11,36.4,0/0,0,1,2,3,0,2,1,0,0,1,1,0
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),최승욱,6:5,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),이종현,21:13,4,2/8,25.0,0/0,0,2/8,25.0,0/0,0,3,4,7,0,2,0,1,1,2,2,1
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),김진유,11:13,0,0/1,0.0,0/0,0,0/1,0.0,0/0,0,1,1,2,0,1,0,0,0,1,0,0
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),디드릭 로슨,27:34,19,3/8,37.5,3/5,60.0,6/13,46.2,4/4,100.0,2,5,7,0,4,4,0,0,1,8,2
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),박진철,12:34,4,1/3,33.3,0/0,0,1/3,33.3,2/4,50.0,2,6,8,0,0,2,0,0,1,2,1
고양 오리온 오리온스,인천 전자랜드 엘리펀츠,2021.04.10 (토),데빈 윌리엄스,7:20,2,1/4,25.0,0/0,0,1/4,25.0,0/0,0,1,1,2,0,0,2,0,0,2,2,1
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),정영삼,6:59,3,0/1,0.0,1/1,100.0,1/2,50.0,0/0,0,0,2,2,0,0,0,0,1,2,1,0
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),민성주,12:57,4,2/5,40.0,0/0,0,2/5,40.0,0/0,0,1,1,2,0,0,0,1,0,5,0,1
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),박찬희,6:25,2,1/3,33.3,0/2,0.0,1/5,20.0,0/0,0,0,1,1,0,1,0,0,0,0,0,1
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),홍경기,5:25,2,1/2,50.0,0/0,0,1/2,50.0,0/0,0,0,0,0,0,1,0,0,0,1,0,1
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),차바위,21:13,6,0/0,0,2/4,50.0,2/4,50.0,0/0,0,0,4,4,0,3,0,1,0,4,0,0
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),임준수,1:44,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,0,1,1,0,0,0,0,0,0,0,1
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),김낙현,30:13,4,2/4,50.0,0/5,0.0,2/9,22.2,0/0,0,0,1,1,0,9,0,1,0,1,2,2
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),전현우,31:34,9,0/0,0,3/5,60.0,3/5,60.0,0/0,0,0,1,1,0,1,0,0,1,2,0,0
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),박찬호,17:9,4,2/5,40.0,0/0,0,2/5,40.0,0/0,0,2,4,6,0,1,1,0,0,3,1,1
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),이윤기,26:21,10,1/2,50.0,2/8,25.0,3/10,30.0,2/2,100.0,1,3,4,0,1,0,0,1,2,2,1
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),데본 스캇,12:20,8,4/4,100.0,0/0,0,4/4,100.0,0/0,0,0,1,1,0,3,0,1,0,0,1,3
인천 전자랜드 엘리펀츠,고양 오리온 오리온스,2021.04.10 (토),조나단 모트리,27:40,31,11/16,68.8,2/5,40.0,13/21,61.9,3/4,75.0,4,13,17,3,4,3,1,2,3,7,11
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),양희종,28:56,11,2/4,50.0,2/4,50.0,4/8,50.0,1/1,100.0,0,5,5,0,1,1,0,3,2,1,2
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),함준후,0:46,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),오세근,27:35,8,2/7,28.6,0/0,0,2/7,28.6,4/6,66.7,1,2,3,0,2,1,3,2,2,5,0
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),문성곤,33:45,3,0/0,0,1/2,50.0,1/2,50.0,0/0,0,5,3,8,0,2,0,2,0,2,2,0
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),전성현,23:15,21,3/4,75.0,5/11,45.5,8/15,53.3,0/0,0,0,1,1,0,0,3,1,0,3,1,2
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),이재도,31:5,13,1/5,20.0,3/11,27.3,4/16,25.0,2/2,100.0,1,1,2,0,9,1,2,0,3,6,1
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),김철욱,3:3,3,0/0,0,1/1,100.0,1/1,100.0,0/0,0,0,1,1,0,1,0,0,0,1,0,0
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),우동현,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),변준형,10:49,10,3/5,60.0,1/1,100.0,4/6,66.7,1/2,50.0,0,0,0,0,0,0,0,0,5,1,3
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),라타비우스 윌리엄스,6:41,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,2,1,3,0,0,0,0,0,0,0,1
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),한승희,0:46,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
안양 KGC 인삼공사,부산 KT 소닉붐,2021.04.11 (일),제러드 설린저,33:19,19,5/12,41.7,1/6,16.7,6/18,33.3,6/7,85.7,5,6,11,0,1,1,1,1,3,5,3
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),오용준,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),김영환,31:37,14,4/4,100.0,2/3,66.7,6/7,85.7,0/0,0,0,2,2,0,2,3,0,0,2,1,3
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),김현민,14:56,7,2/4,50.0,1/3,33.3,3/7,42.9,0/0,0,0,3,3,0,0,0,0,0,3,0,2
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),김우람,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),조상열,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),허훈,32:20,18,7/9,77.8,0/0,0,7/9,77.8,4/4,100.0,0,3,3,0,5,4,2,0,2,7,5
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),양홍석,37:25,11,1/4,25.0,3/4,75.0,4/8,50.0,0/0,0,2,6,8,0,1,0,1,1,3,2,1
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),브랜든 브라운,24:39,18,4/12,33.3,2/4,50.0,6/16,37.5,4/4,100.0,2,5,7,1,1,4,1,2,3,3,3
부산 KT 소닉붐,안양 KGC 인삼공사,2021.04.11 (일),박준영,17:48,2,0/4,0.0,0/2,0.0,0/6,0.0,2/2,100.0,2,2,4,0,1,0,0,0,1,2,0
