Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),이동준,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),추승균,13:10,6,3/9,33.3,0/0,0,3/9,33.3,0/0,0,1,1,2,0,2,0,0,0,1,0,2
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),이중원,23:28,7,2/2,100.0,1/4,25.0,3/6,50.0,0/0,0,0,2,2,0,0,1,0,0,3,0,1
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),정선규,3:47,3,0/0,0,1/1,100.0,1/1,100.0,0/0,0,0,1,1,0,1,0,0,0,0,0,0
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),임재현,25:33,11,4/5,80.0,1/4,25.0,5/9,55.6,0/0,0,1,2,3,0,1,1,3,0,1,0,3
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),신명호,18:30,2,1/3,33.3,0/0,0,1/3,33.3,0/0,0,1,3,4,0,4,0,0,0,2,0,1
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),유병재,3:47,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,1,1,2,0,1,0,0,0,0,0,1
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),하승진,25:27,8,4/5,80.0,0/0,0,4/5,80.0,0/1,0.0,4,10,14,0,3,1,2,0,0,0,4
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),전태풍,25:57,15,6/6,100.0,1/1,100.0,7/7,100.0,0/0,0,1,2,3,0,6,0,1,0,3,0,3
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),정민수,12:19,9,3/5,60.0,1/1,100.0,4/6,66.7,0/1,0.0,1,1,2,0,1,1,0,0,1,0,2
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),김태홍,25:58,14,5/9,55.6,1/3,33.3,6/12,50.0,1/2,50.0,2,3,5,0,2,1,0,3,2,0,4
전주 KCC 이지스,서울 SK 나이츠,2011.10.13 (목),디숀 심스,22:4,15,6/13,46.2,0/0,0,6/13,46.2,3/4,75.0,0,2,2,1,1,3,1,0,4,0,5
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),김효범,16:21,0,0/0,0,0/1,0.0,0/1,0.0,0/0,0,0,0,0,0,1,1,0,0,1,0,0
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),주희정,29:52,3,0/3,0.0,1/4,25.0,1/7,14.3,0/0,0,1,2,3,0,4,0,1,0,1,0,0
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),한정원,22:56,9,3/5,60.0,0/1,0.0,3/6,50.0,3/3,100.0,1,2,3,0,0,0,0,0,1,0,1
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),황성인,10:8,2,1/1,100.0,0/3,0.0,1/4,25.0,0/0,0,1,0,1,0,3,2,0,0,1,0,0
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),이현준,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),김재환,5:25,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),김민수,21:19,6,3/6,50.0,0/1,0.0,3/7,42.9,0/0,0,1,2,3,0,2,2,0,3,0,0,2
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),변기훈,25:48,10,4/5,80.0,0/3,0.0,4/8,50.0,2/2,100.0,1,5,6,0,1,2,3,0,1,0,3
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),김선형,31:6,12,3/6,50.0,1/3,33.3,4/9,44.4,3/3,100.0,1,0,1,0,1,2,1,1,2,0,3
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),권용웅,2:30,4,2/2,100.0,0/1,0.0,2/3,66.7,0/0,0,0,0,0,0,0,0,0,0,0,0,1
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),알렉산더 존슨,34:35,20,9/19,47.4,0/0,0,9/19,47.4,2/7,28.6,3,7,10,1,0,5,0,1,1,0,8
서울 SK 나이츠,전주 KCC 이지스,2011.10.13 (목),한재규,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),김효범,40:0,26,8/15,53.3,3/8,37.5,11/23,47.8,1/1,100.0,0,2,2,0,0,2,0,0,3,0,4
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),주희정,37:10,7,1/4,25.0,1/4,25.0,2/8,25.0,2/4,50.0,1,3,4,0,8,2,2,0,2,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),한정훈,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),한정원,7:23,2,1/3,33.3,0/0,0,1/3,33.3,0/0,0,0,0,0,0,0,0,0,0,0,0,1
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),황성인,2:50,0,0/0,0,0/0,0,0/0,0,0/0,0,1,0,1,0,0,0,0,0,0,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),이현준,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),김재환,8:9,0,0/1,0.0,0/0,0,0/1,0.0,0/0,0,2,1,3,0,0,0,1,0,5,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),김민수,27:6,8,3/7,42.9,0/1,0.0,3/8,37.5,2/2,100.0,1,4,5,0,1,1,1,2,5,0,1
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),변기훈,7:27,3,0/0,0,1/1,100.0,1/1,100.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),김선형,32:33,6,3/3,100.0,0/3,0.0,3/6,50.0,0/0,0,0,1,1,0,1,2,1,0,3,0,3
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),권용웅,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 SK 나이츠,서울 삼성 썬더스,2011.10.15 (토),알렉산더 존슨,37:22,29,11/20,55.0,0/1,0.0,11/21,52.4,7/10,70.0,7,7,14,3,1,3,2,1,3,0,9
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),이병석,6:45,0,0/0,0,0/0,0,0/0,0,0/0,0,0,1,1,0,0,0,0,0,2,0,0
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),이규섭,3:20,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,1,0,0,0,0,0
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),김동욱,24:49,13,6/9,66.7,0/3,0.0,6/12,50.0,1/2,50.0,1,0,1,0,3,0,0,0,2,0,3
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),이시준,27:29,4,0/1,0.0,1/2,50.0,1/3,33.3,1/1,100.0,2,1,3,0,0,3,1,0,2,0,0
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),이정석,27:15,17,3/4,75.0,3/5,60.0,6/9,66.7,2/2,100.0,1,2,3,0,3,1,2,0,3,0,3
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),박대남,30:22,6,0/0,0,2/5,40.0,2/5,40.0,0/0,0,0,1,1,0,3,0,2,0,2,0,0
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),이승준,37:12,23,7/11,63.6,0/2,0.0,7/13,53.8,9/14,64.3,3,9,12,0,6,3,0,1,2,0,4
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),박성훈,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),민성주,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 삼성 썬더스,서울 SK 나이츠,2011.10.15 (토),유성호,7:9,0,0/1,0.0,0/0,0,0/1,0.0,0/0,0,0,0,0,0,1,1,0,0,1,0,0
