Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),김병철,40:0,11,4/8,50.0,0/3,0.0,4/11,36.4,3/4,75.0,1,4,5,0,4,0,4,0,2,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),이흥배,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),박재일,8:13,0,0/0,0,0/1,0.0,0/1,0.0,0/0,0,0,0,0,0,0,2,0,0,1,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),김승현,37:17,12,5/8,62.5,0/1,0.0,5/9,55.6,2/3,66.7,2,5,7,0,5,0,1,0,4,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),마르커스 힉스,40:0,32,12/16,75.0,1/2,50.0,13/18,72.2,5/10,50.0,3,2,5,2,3,1,1,2,4,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),박지현,2:43,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,1,0,0,0,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),문혁주,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),에이제이 롤린스,28:54,7,3/6,50.0,0/0,0,3/6,50.0,1/2,50.0,1,12,13,0,0,3,0,3,2,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),박상관,1:6,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,0,1,1,0,0,0,0,0,1,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),위성우,1:57,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),박훈근,39:50,13,4/8,50.0,1/4,25.0,5/12,41.7,2/2,100.0,0,8,8,0,2,4,1,0,3,0,0
대구 동양 오리온스,서울 삼성 썬더스,2002.10.26 (토),이지승,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 삼성 썬더스,대구 동양 오리온스,2002.10.26 (토),황문용,18:11,9,0/0,0,3/7,42.9,3/7,42.9,0/0,0,1,0,1,0,0,0,0,0,3,0,0
서울 삼성 썬더스,대구 동양 오리온스,2002.10.26 (토),주희정,31:11,0,0/2,0.0,0/6,0.0,0/8,0.0,0/0,0,1,0,1,0,2,2,1,0,1,0,0
