Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),양동근,30:14,9,2/4,50.0,1/2,50.0,3/6,50.0,2/2,100.0,0,4,4,0,3,4,0,0,1,0,1
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),아이라 클라크,9:35,3,1/4,25.0,0/0,0,1/4,25.0,1/2,50.0,1,3,4,0,0,0,0,2,1,0,0
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),박종천,11:32,0,0/0,0,0/2,0.0,0/2,0.0,0/0,0,1,1,2,0,0,0,0,0,0,0,0
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),함지훈,25:59,6,3/7,42.9,0/1,0.0,3/8,37.5,0/0,0,0,0,0,0,6,2,1,0,0,0,2
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),박구영,0:45,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),문태영,31:24,12,5/9,55.6,0/0,0,5/9,55.6,2/2,100.0,2,6,8,0,2,2,2,2,1,0,3
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),김종근,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),송창용,30:26,15,4/6,66.7,2/7,28.6,6/13,46.2,1/1,100.0,2,4,6,0,1,7,2,0,3,0,4
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),리카르도 라틀리프,30:25,12,6/11,54.5,0/0,0,6/11,54.5,0/1,0.0,2,5,7,0,0,1,1,5,2,0,6
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),전준범,19:54,9,0/2,0.0,3/6,50.0,3/8,37.5,0/0,0,0,0,0,0,3,2,0,0,1,0,0
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),김주성,9:46,7,1/1,100.0,0/0,0,1/1,100.0,5/5,100.0,1,1,2,0,2,1,0,0,0,0,0
울산 모비스 피버스,창원 LG 세이커스,2014.10.11 (토),배수용,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),김영환,31:49,14,6/8,75.0,0/1,0.0,6/9,66.7,2/2,100.0,0,0,0,0,2,2,2,0,1,0,4
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),이지운,1:44,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,0,0,0,0,0,0,0,0,1,0,1
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),양우섭,24:24,17,7/9,77.8,1/3,33.3,8/12,66.7,0/0,0,1,2,3,0,2,0,1,0,3,0,7
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),류종현,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),문태종,27:13,8,4/9,44.4,0/3,0.0,4/12,33.3,0/0,0,1,2,3,0,1,2,1,0,3,0,3
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),박형철,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),김시래,23:51,2,1/5,20.0,0/0,0,1/5,20.0,0/0,0,1,2,3,0,2,1,2,0,2,0,0
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),유병훈,16:11,8,2/3,66.7,1/2,50.0,3/5,60.0,1/1,100.0,3,1,4,0,5,0,3,0,1,0,1
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),배병준,7:2,0,0/2,0.0,0/0,0,0/2,0.0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),데이본 제퍼슨,21:19,15,7/14,50.0,0/0,0,7/14,50.0,1/1,100.0,4,3,7,0,3,1,2,1,2,0,6
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),크리스 메시,18:41,6,3/7,42.9,0/0,0,3/7,42.9,0/0,0,1,11,12,0,1,1,2,0,2,0,3
창원 LG 세이커스,울산 모비스 피버스,2014.10.11 (토),김종규,27:46,2,0/9,0.0,0/0,0,0/9,0.0,2/2,100.0,1,2,3,0,2,4,1,1,2,0,0
부산 KT 소닉붐,안양 KGC 인삼공사,2014.10.11 (토),오용준,21:39,9,3/5,60.0,1/3,33.3,4/8,50.0,0/0,0,0,2,2,0,0,1,0,1,1,0,2
부산 KT 소닉붐,안양 KGC 인삼공사,2014.10.11 (토),송영진,27:47,5,1/3,33.3,1/1,100.0,2/4,50.0,0/0,0,1,3,4,0,0,0,1,1,1,0,0
부산 KT 소닉붐,안양 KGC 인삼공사,2014.10.11 (토),우승연,4:18,0,0/0,0,0/0,0,0/0,0,0/0,0,1,0,1,0,0,0,0,0,0,0,0
