Team,Opponent,Date,Name,MIN,Pts,2PT M/A,2PT %,3PT M/A,3PT %,FG M/A,FG %,FT M/A,FT %,OR,DR,TOT,DK,AST,TO,Stl,BS,PF,FO,PP
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),강혁,25:31,1,0/3,0.0,0/2,0.0,0/5,0.0,1/2,50.0,0,1,1,0,6,3,1,0,1,0,0
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),이규섭,35:7,23,5/5,100.0,3/5,60.0,8/10,80.0,4/5,80.0,0,1,1,0,0,0,1,1,3,0,5
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),박영민,8:0,3,0/0,0,1/2,50.0,1/2,50.0,0/0,0,0,0,0,0,0,0,0,0,1,0,0
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),박종천,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),김동욱,16:36,4,2/3,66.7,0/2,0.0,2/5,40.0,0/2,0.0,2,0,2,0,1,1,1,0,2,0,2
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),이정석,29:49,11,1/3,33.3,3/4,75.0,4/7,57.1,0/0,0,0,1,1,0,1,1,6,0,3,0,1
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),이상민,16:40,13,2/2,100.0,3/4,75.0,5/6,83.3,0/1,0.0,1,0,1,0,5,0,1,0,5,0,2
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),박훈근,5:1,2,1/1,100.0,0/0,0,1/1,100.0,0/0,0,0,1,1,0,0,0,0,0,1,0,0
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),박성훈,0:0,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),테렌스 레더,39:46,27,11/16,68.8,0/0,0,11/16,68.8,5/8,62.5,4,9,13,2,4,3,0,2,3,0,9
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),차재영,3:30,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
서울 삼성 썬더스,창원 LG 세이커스,2009.03.27 (금),애런 헤인즈,20:0,6,2/9,22.2,0/0,0,2/9,22.2,2/2,100.0,2,2,4,1,1,1,2,1,3,0,2
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),조상현,35:40,18,0/0,0,5/8,62.5,5/8,62.5,3/4,75.0,0,2,2,0,4,3,3,0,3,0,0
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),전형수,9:25,4,2/2,100.0,0/0,0,2/2,100.0,0/0,0,0,1,1,0,2,1,0,0,1,0,2
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),박지현,21:49,3,0/0,0,1/2,50.0,1/2,50.0,0/0,0,0,2,2,0,2,3,1,0,4,0,0
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),박규현,1:14,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),박광재,5:9,0,0/0,0,0/1,0.0,0/1,0.0,0/0,0,0,0,0,0,0,0,0,0,2,0,0
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),이현민,8:46,4,0/0,0,1/2,50.0,1/2,50.0,1/2,50.0,0,1,1,0,2,2,0,0,3,0,0
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),현주엽,17:36,12,2/6,33.3,2/3,66.7,4/9,44.4,2/4,50.0,0,0,0,0,2,1,0,0,0,0,1
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),송창무,0:19,0,0/0,0,0/0,0,0/0,0,0/0,0,0,0,0,0,0,0,0,0,0,0,0
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),브랜든 크럼프,34:33,15,7/8,87.5,0/0,0,7/8,87.5,1/2,50.0,4,7,11,3,2,1,0,1,4,0,7
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),기승호,31:12,8,1/3,33.3,2/3,66.7,3/6,50.0,0/0,0,0,3,3,0,4,1,1,0,2,0,1
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),이지운,9:3,3,0/0,0,1/1,100.0,1/1,100.0,0/0,0,0,0,0,0,0,1,0,0,1,0,0
창원 LG 세이커스,서울 삼성 썬더스,2009.03.27 (금),아이반 존슨,25:14,15,6/10,60.0,0/0,0,6/10,60.0,3/6,50.0,1,7,8,1,1,5,1,3,2,0,4
